lastfm_url,track,artist,seeds,number_of_emotion_tags,valence_tags,arousal_tags,dominance_tags,mbid,spotify_id,genre
https://www.last.fm/music/Linkin+Park/Numb,Numb,Linkin Park,"happy, energetic",2,1.25,4.39,8.51,id1643,1rsj5fim1m6l8t3eqq4b9s,Rock
https://www.last.fm/music/Billie+Eilish/bad+guy,bad guy,Billie Eilish,"sad, emotional",2,9.46,2.0,4.15,id6389,ibp3otasdvgyj3mdo1tsek,Pop
https://www.last.fm/music/Adele/Easy+On+Me,Easy On Me,Adele,"dark, intense",2,9.88,1.97,8.61,id5376,vlgwlmp1jch7fclmszth59,Soul
https://www.last.fm/music/Dua+Lipa/Levitating,Levitating,Dua Lipa,"happy, energetic",2,3.52,8.56,9.63,id6561,rmhnc6m5yjlmjl4v4tmole,Pop
https://www.last.fm/music/Ed+Sheeran/Perfect,Perfect,Ed Sheeran,"energetic, retro",2,7.42,5.94,1.14,id7872,307c8zt4jggg56sk4l2l21,Acoustic
https://www.last.fm/music/Linkin+Park/Numb,Numb,Linkin Park,"happy, energetic",2,3.89,8.04,4.82,id9632,3529nx0h5yny1rzrilxnhq,Rock
https://www.last.fm/music/Ariana+Grande/7+rings,7 rings,Ariana Grande,"happy, energetic",2,2.99,9.17,8.6,id1463,jr3kpdp7x3c806han47ss2,R&B
https://www.last.fm/music/Ed+Sheeran/Perfect,Perfect,Ed Sheeran,"energetic, retro",2,2.17,7.0,1.63,id2781,pfddytyod5thrusebw0do3,Acoustic
https://www.last.fm/music/Coldplay/Yellow,Yellow,Coldplay,"energetic, retro",2,1.14,3.09,1.61,id9958,3owg07sfpoi9kbunnhllc5,Alternative
https://www.last.fm/music/Ariana+Grande/7+rings,7 rings,Ariana Grande,"happy, energetic",2,8.11,8.15,6.58,id4156,kmn00gsjtkhdriygv3t59y,R&B
https://www.last.fm/music/Dua+Lipa/Levitating,Levitating,Dua Lipa,"romantic, soft",2,5.94,5.27,5.41,id1625,jppq6cg3gq36nxu1yhdwmw,Pop
https://www.last.fm/music/Linkin+Park/Numb,Numb,Linkin Park,"confident, bold",2,5.1,8.19,1.89,id7639,9a6n2ftx1d7ymlih2i7w0w,Rock
https://www.last.fm/music/Dua+Lipa/Levitating,Levitating,Dua Lipa,"dark, intense",2,9.62,6.49,4.73,id6355,bc5kfi13lodbn089tasqzk,Pop
https://www.last.fm/music/Drake/God's+Plan,God's Plan,Drake,"sad, emotional",2,3.13,6.07,7.88,id7708,b8wxc5cvcwllvnxudhvvnv,Hip-Hop
https://www.last.fm/music/Linkin+Park/Numb,Numb,Linkin Park,"energetic, retro",2,6.73,3.66,4.28,id6356,vlpe7hrltj570b6xewpzem,Rock
https://www.last.fm/music/Ariana+Grande/7+rings,7 rings,Ariana Grande,"romantic, soft",2,5.05,7.64,6.58,id8769,i54s2ncgpc3zwlaeadb7cg,R&B
https://www.last.fm/music/Coldplay/Yellow,Yellow,Coldplay,"confident, bold",2,4.59,9.71,8.07,id9298,1x73joc1ueayyeb0evmart,Alternative
https://www.last.fm/music/Dua+Lipa/Levitating,Levitating,Dua Lipa,"confident, bold",2,7.16,3.99,5.99,id2936,3mbr4fo7ezl8gfhfos8js9,Pop
https://www.last.fm/music/Dua+Lipa/Levitating,Levitating,Dua Lipa,"dark, intense",2,6.53,8.9,5.47,id1908,gluah3iv70zkmk1rl3t3tf,Pop
https://www.last.fm/music/Adele/Easy+On+Me,Easy On Me,Adele,"confident, bold",2,2.84,8.83,4.46,id6014,grembhpa72je405z3gh7fd,Soul
https://www.last.fm/music/Ed+Sheeran/Perfect,Perfect,Ed Sheeran,"sad, emotional",2,2.07,4.47,4.98,id6414,sil67enxed51t3yrxgn2q0,Acoustic
https://www.last.fm/music/Linkin+Park/Numb,Numb,Linkin Park,"happy, energetic",2,1.56,8.19,3.72,id2569,skthu50xizheqj5gy5sse2,Rock
https://www.last.fm/music/Drake/God's+Plan,God's Plan,Drake,"confident, bold",2,5.87,5.76,1.91,id6485,eponnxnecmzsi52red4ozi,Hip-Hop
https://www.last.fm/music/Imagine+Dragons/Believer,Believer,Imagine Dragons,"happy, energetic",2,2.94,6.62,6.87,id7641,ko3b29vxyfzci28uhibpyo,Rock
https://www.last.fm/music/Billie+Eilish/bad+guy,bad guy,Billie Eilish,"energetic, retro",2,2.82,2.56,5.32,id6860,2oany2u7ond8kcg7ip62ym,Pop
https://www.last.fm/music/Ariana+Grande/7+rings,7 rings,Ariana Grande,"happy, energetic",2,4.37,3.11,3.01,id6814,cq8m04jcsw0ufdc8k1hosa,R&B
https://www.last.fm/music/Ariana+Grande/7+rings,7 rings,Ariana Grande,"sad, emotional",2,6.18,8.28,2.08,id2205,x4dl9ldyq0j87894lh2wuz,R&B
https://www.last.fm/music/Linkin+Park/Numb,Numb,Linkin Park,"dark, intense",2,3.34,9.25,3.57,id8568,sab83c83ft50ef3oidsb6o,Rock
https://www.last.fm/music/The+Weeknd/Blinding+Lights,Blinding Lights,The Weeknd,"sad, emotional",2,7.92,3.09,1.96,id2464,gkvkt3qjr8qc0c9txpwgim,Pop
https://www.last.fm/music/Drake/God's+Plan,God's Plan,Drake,"confident, bold",2,8.22,1.39,9.13,id2081,bnawdsh43rk9ae9tu6q5h2,Hip-Hop
https://www.last.fm/music/The+Weeknd/Blinding+Lights,Blinding Lights,The Weeknd,"confident, bold",2,7.99,3.11,4.16,id4432,hswm8502o4rj0le50zr4el,Pop
https://www.last.fm/music/Adele/Easy+On+Me,Easy On Me,Adele,"happy, energetic",2,2.97,4.28,4.56,id4426,ecvjsv79ph3kdimxnf0vvj,Soul
https://www.last.fm/music/The+Weeknd/Blinding+Lights,Blinding Lights,The Weeknd,"confident, bold",2,6.08,2.95,2.81,id2496,cdnn2g52fchcn0kur5zcff,Pop
https://www.last.fm/music/Ed+Sheeran/Perfect,Perfect,Ed Sheeran,"energetic, retro",2,7.24,1.07,4.82,id9713,9o7sikepdlatghrkv0rl18,Acoustic
https://www.last.fm/music/Billie+Eilish/bad+guy,bad guy,Billie Eilish,"romantic, soft",2,1.4,1.84,5.31,id8490,kai3oosdje23yocvf81jl8,Pop
https://www.last.fm/music/Billie+Eilish/bad+guy,bad guy,Billie Eilish,"confident, bold",2,2.24,1.32,3.8,id4818,cagocj0pbepjwm2s9l1rug,Pop
https://www.last.fm/music/The+Weeknd/Blinding+Lights,Blinding Lights,The Weeknd,"energetic, retro",2,5.8,9.59,1.92,id5990,wb4i11gdh85vl31jcxdimz,Pop
https://www.last.fm/music/Drake/God's+Plan,God's Plan,Drake,"confident, bold",2,7.47,8.4,3.18,id6622,x1pgzkp7hydf83aa3swlbj,Hip-Hop
https://www.last.fm/music/Coldplay/Yellow,Yellow,Coldplay,"happy, energetic",2,8.23,7.47,1.86,id8278,78z59km7xsgi4tgw7z8iq0,Alternative
https://www.last.fm/music/Adele/Easy+On+Me,Easy On Me,Adele,"dark, intense",2,7.73,4.34,1.71,id6447,j9t5s9ojmpcu4knpx1defk,Soul
https://www.last.fm/music/Linkin+Park/Numb,Numb,Linkin Park,"energetic, retro",2,2.93,7.8,8.99,id3177,yjo3kolwdw5rtoiwv3wn5c,Rock
https://www.last.fm/music/Adele/Easy+On+Me,Easy On Me,Adele,"dark, intense",2,2.59,5.56,9.61,id8300,pu5iejt1ejealph1scn4cb,Soul
https://www.last.fm/music/The+Weeknd/Blinding+Lights,Blinding Lights,The Weeknd,"happy, energetic",2,9.71,9.75,2.11,id3112,v65n1c8vt48oa24ee7kku1,Pop
https://www.last.fm/music/Ariana+Grande/7+rings,7 rings,Ariana Grande,"confident, bold",2,5.72,1.22,7.88,id6560,e75ukc1uveyc7bby7ewzj9,R&B
https://www.last.fm/music/Dua+Lipa/Levitating,Levitating,Dua Lipa,"sad, emotional",2,2.49,5.34,6.93,id2229,1w66oi9p11k9mrljmnyt75,Pop
https://www.last.fm/music/The+Weeknd/Blinding+Lights,Blinding Lights,The Weeknd,"energetic, retro",2,3.47,8.48,8.09,id4694,kjeumjxxfau4a6gof8d9m6,Pop
https://www.last.fm/music/Ariana+Grande/7+rings,7 rings,Ariana Grande,"dark, intense",2,8.13,2.25,1.96,id1622,8kn84r1912hrcg14g6mhyh,R&B
https://www.last.fm/music/Ariana+Grande/7+rings,7 rings,Ariana Grande,"energetic, retro",2,8.63,4.06,9.24,id2530,f12ancvdz6n7a0med26u4l,R&B
https://www.last.fm/music/Dua+Lipa/Levitating,Levitating,Dua Lipa,"romantic, soft",2,4.37,1.61,1.76,id6905,j1klc23vvgonxuazuhkwt6,Pop
https://www.last.fm/music/Ariana+Grande/7+rings,7 rings,Ariana Grande,"confident, bold",2,9.54,9.2,7.54,id5159,kt26wceoco6s5o574pg6lf,R&B
https://www.last.fm/music/Billie+Eilish/bad+guy,bad guy,Billie Eilish,"confident, bold",2,4.77,2.15,7.9,id7927,o683um3y5yponsff9ugwi3,Pop
https://www.last.fm/music/Linkin+Park/Numb,Numb,Linkin Park,"confident, bold",2,6.96,9.54,8.25,id7960,h391wvycwb9k7z9pt5svvm,Rock
https://www.last.fm/music/Linkin+Park/Numb,Numb,Linkin Park,"happy, energetic",2,9.32,4.54,4.75,id7580,3vle3dlpdazw3r6kluntdd,Rock
https://www.last.fm/music/Dua+Lipa/Levitating,Levitating,Dua Lipa,"romantic, soft",2,8.35,9.54,5.97,id8865,f3sh7budibx3l2h5qfsb01,Pop
https://www.last.fm/music/Drake/God's+Plan,God's Plan,Drake,"energetic, retro",2,6.71,3.83,5.92,id1902,u82nj9u2ugxbyu1cah83u6,Hip-Hop
https://www.last.fm/music/Drake/God's+Plan,God's Plan,Drake,"happy, energetic",2,2.38,9.39,8.85,id6640,bh6u1c0d1efykb4bbnjjh2,Hip-Hop
https://www.last.fm/music/Imagine+Dragons/Believer,Believer,Imagine Dragons,"dark, intense",2,1.36,7.07,6.7,id2694,x4xgz50kaadei0to64j2kh,Rock
https://www.last.fm/music/Drake/God's+Plan,God's Plan,Drake,"sad, emotional",2,9.16,7.58,4.15,id7443,yhjpu79s8x1mvlk91mhc6e,Hip-Hop
https://www.last.fm/music/Ariana+Grande/7+rings,7 rings,Ariana Grande,"sad, emotional",2,2.19,5.77,6.59,id4117,if5lfk15dxqd19kgsguoc9,R&B
https://www.last.fm/music/Imagine+Dragons/Believer,Believer,Imagine Dragons,"energetic, retro",2,3.39,1.92,7.83,id5979,fq52a1s90ao7m6hb6jt3lo,Rock
https://www.last.fm/music/Billie+Eilish/bad+guy,bad guy,Billie Eilish,"energetic, retro",2,3.67,3.35,7.34,id5513,hy866vcxssyv6uj7aup9w4,Pop
https://www.last.fm/music/Billie+Eilish/bad+guy,bad guy,Billie Eilish,"happy, energetic",2,1.99,3.95,6.25,id3713,geoddragsst08ddfl8ehsg,Pop
https://www.last.fm/music/Ed+Sheeran/Perfect,Perfect,Ed Sheeran,"confident, bold",2,6.52,1.65,5.99,id5294,sl4p7bbj1h0v0o8ix6uz1q,Acoustic
https://www.last.fm/music/Ed+Sheeran/Perfect,Perfect,Ed Sheeran,"sad, emotional",2,8.57,6.27,3.37,id9114,tw53ew1ki3fydhnxgcsu4y,Acoustic
https://www.last.fm/music/The+Weeknd/Blinding+Lights,Blinding Lights,The Weeknd,"dark, intense",2,5.52,1.22,5.79,id6354,pc5l7tfhi7bhjklmgdw5g5,Pop
https://www.last.fm/music/The+Weeknd/Blinding+Lights,Blinding Lights,The Weeknd,"energetic, retro",2,6.81,8.49,7.72,id4439,xjsjjbhr2i2wco5ivyybwx,Pop
https://www.last.fm/music/Imagine+Dragons/Believer,Believer,Imagine Dragons,"happy, energetic",2,5.42,8.54,9.5,id9330,kpnbrm3srme611u1sgsr7s,Rock
https://www.last.fm/music/Linkin+Park/Numb,Numb,Linkin Park,"confident, bold",2,6.19,8.15,4.59,id9298,2w9hwzqme33r40d7a4d6x5,Rock
https://www.last.fm/music/The+Weeknd/Blinding+Lights,Blinding Lights,The Weeknd,"happy, energetic",2,8.14,1.4,5.5,id8107,4bfyz9rxbojvkwbe9e9gb5,Pop
https://www.last.fm/music/Drake/God's+Plan,God's Plan,Drake,"sad, emotional",2,6.22,2.03,1.5,id2508,jh3aw2fjjsohlg23icuj2o,Hip-Hop
https://www.last.fm/music/Coldplay/Yellow,Yellow,Coldplay,"romantic, soft",2,4.58,1.71,2.44,id3275,r1dazwlag59zuoykiq2tvy,Alternative
https://www.last.fm/music/Ed+Sheeran/Perfect,Perfect,Ed Sheeran,"sad, emotional",2,8.34,7.75,9.11,id8953,mlfbj81gbqsms7mkwnkncy,Acoustic
https://www.last.fm/music/Coldplay/Yellow,Yellow,Coldplay,"confident, bold",2,3.31,6.83,6.75,id2619,tnot841f8xmkxjoj38emi0,Alternative
https://www.last.fm/music/Billie+Eilish/bad+guy,bad guy,Billie Eilish,"romantic, soft",2,2.75,5.02,6.44,id8174,8er4ldyrcui8894qpedrsa,Pop
https://www.last.fm/music/Linkin+Park/Numb,Numb,Linkin Park,"confident, bold",2,7.72,8.06,3.49,id7638,zl6fnpbdpc5gskdsllhk27,Rock
https://www.last.fm/music/Drake/God's+Plan,God's Plan,Drake,"energetic, retro",2,7.12,3.06,7.91,id2992,l0y4cbz2wrz36m70cosrhv,Hip-Hop
https://www.last.fm/music/Adele/Easy+On+Me,Easy On Me,Adele,"sad, emotional",2,8.89,1.83,9.47,id8928,xrybvltz3yc0sfqb46h2ro,Soul
https://www.last.fm/music/Dua+Lipa/Levitating,Levitating,Dua Lipa,"dark, intense",2,5.6,9.23,7.15,id6699,q0y8pne9wligqiip3wiag3,Pop
https://www.last.fm/music/Drake/God's+Plan,God's Plan,Drake,"happy, energetic",2,1.24,6.42,7.14,id7126,64ea3rwv2l93gly2h04axt,Hip-Hop
https://www.last.fm/music/Ariana+Grande/7+rings,7 rings,Ariana Grande,"sad, emotional",2,5.39,3.22,3.76,id8936,1hphv3klxgucszx0nwm42b,R&B
https://www.last.fm/music/Imagine+Dragons/Believer,Believer,Imagine Dragons,"confident, bold",2,3.41,7.69,8.73,id3215,f7gw9wjuszgsc6v68gz3hf,Rock
https://www.last.fm/music/Adele/Easy+On+Me,Easy On Me,Adele,"energetic, retro",2,3.62,9.31,1.09,id2869,ear54zov1adhuhs92pzwwz,Soul
https://www.last.fm/music/Ed+Sheeran/Perfect,Perfect,Ed Sheeran,"romantic, soft",2,2.44,1.6,3.01,id2013,kl2s5s33vltus2wwc8zy23,Acoustic
https://www.last.fm/music/Ariana+Grande/7+rings,7 rings,Ariana Grande,"dark, intense",2,1.13,6.99,7.15,id1919,lasdl02xzzrxc82jzlmo4d,R&B
https://www.last.fm/music/Linkin+Park/Numb,Numb,Linkin Park,"happy, energetic",2,9.8,3.33,9.7,id4771,khhy3ll4ms6l16sjy7693s,Rock
https://www.last.fm/music/Billie+Eilish/bad+guy,bad guy,Billie Eilish,"sad, emotional",2,4.53,6.61,4.71,id3934,13iir526ia0o86bdds1t54,Pop
https://www.last.fm/music/Drake/God's+Plan,God's Plan,Drake,"dark, intense",2,7.53,9.75,1.16,id7585,lar5zvq41judhaz72i7eym,Hip-Hop
https://www.last.fm/music/Adele/Easy+On+Me,Easy On Me,Adele,"confident, bold",2,2.61,2.56,9.38,id7491,z53nudlpix95h2nrzzbu5d,Soul
https://www.last.fm/music/Imagine+Dragons/Believer,Believer,Imagine Dragons,"romantic, soft",2,1.7,3.36,9.7,id4587,lqyjhagm2sin8yyt1jple6,Rock
https://www.last.fm/music/Adele/Easy+On+Me,Easy On Me,Adele,"energetic, retro",2,5.66,5.11,6.03,id3189,tqh57mk0gvqeux9xpkn16j,Soul
https://www.last.fm/music/Linkin+Park/Numb,Numb,Linkin Park,"energetic, retro",2,1.57,6.39,3.6,id1922,exuo2pnpk51v46qlc75vtt,Rock
https://www.last.fm/music/The+Weeknd/Blinding+Lights,Blinding Lights,The Weeknd,"confident, bold",2,3.8,5.61,1.29,id5443,e6a86mgd1qfvc3srpqdpxo,Pop
https://www.last.fm/music/Billie+Eilish/bad+guy,bad guy,Billie Eilish,"energetic, retro",2,9.59,2.48,1.25,id8429,t3oruzmnzcqj5lel7ijke8,Pop
https://www.last.fm/music/Drake/God's+Plan,God's Plan,Drake,"dark, intense",2,6.11,5.28,4.27,id5613,l30vvjxk8lhyehi2dbvko6,Hip-Hop
https://www.last.fm/music/Adele/Easy+On+Me,Easy On Me,Adele,"energetic, retro",2,1.42,7.79,4.94,id5857,ac3jq61zzqwidpusiypjpm,Soul
https://www.last.fm/music/Dua+Lipa/Levitating,Levitating,Dua Lipa,"romantic, soft",2,6.16,1.54,7.26,id1044,yb03v5l48tsf841kr0rpw8,Pop
https://www.last.fm/music/Ed+Sheeran/Perfect,Perfect,Ed Sheeran,"confident, bold",2,8.1,3.32,8.54,id9614,za0hh7foj3u4hqmcy20u64,Acoustic
https://www.last.fm/music/Drake/God's+Plan,God's Plan,Drake,"energetic, retro",2,5.52,4.33,1.98,id7029,jb4tbte2nj56alshxozwlx,Hip-Hop
https://www.last.fm/music/Dua+Lipa/Levitating,Levitating,Dua Lipa,"romantic, soft",2,6.56,4.25,1.54,id5845,w5druhjdmvqx6i4ociwhv4,Pop
https://www.last.fm/music/Coldplay/Yellow,Yellow,Coldplay,"sad, emotional",2,4.93,3.82,5.94,id1185,8w7df41vj6nokgsqm0wbo0,Alternative
https://www.last.fm/music/Adele/Easy+On+Me,Easy On Me,Adele,"romantic, soft",2,5.97,5.31,7.89,id8739,qln2pm6m7nkfn8sgw3wusq,Soul
https://www.last.fm/music/Dua+Lipa/Levitating,Levitating,Dua Lipa,"energetic, retro",2,1.72,5.43,7.04,id4461,8wouunr727fw2kyyrcoq1o,Pop
https://www.last.fm/music/Adele/Easy+On+Me,Easy On Me,Adele,"confident, bold",2,8.18,6.36,3.57,id2985,thytsvm7g3msyqhe8sdu6n,Soul
https://www.last.fm/music/Dua+Lipa/Levitating,Levitating,Dua Lipa,"happy, energetic",2,3.5,5.6,6.22,id7025,4idiefse2fuj4imamxze8j,Pop
https://www.last.fm/music/Ariana+Grande/7+rings,7 rings,Ariana Grande,"romantic, soft",2,9.14,9.73,6.2,id4139,imqk4e8pxfk1vkn3b4g8zx,R&B
https://www.last.fm/music/The+Weeknd/Blinding+Lights,Blinding Lights,The Weeknd,"happy, energetic",2,9.37,5.76,1.57,id1774,8sjfi494ostz9lm4zjadrd,Pop
https://www.last.fm/music/Dua+Lipa/Levitating,Levitating,Dua Lipa,"romantic, soft",2,3.95,2.51,9.35,id4104,bdzgfgdic9c8a8h4jgae1b,Pop
